step,bot type,power,number of sc,ally power,number of ally sc,enemy power,number of enemy sc
0,transparent,AUSTRIA,3,,0,,0
0,transparent,ENGLAND,3,,0,,0
0,transparent,FRANCE,3,,0,,0
0,RL,GERMANY,3,,0,,0
0,transparent,ITALY,3,,0,,0
0,transparent,RUSSIA,4,,0,,0
0,transparent,TURKEY,3,,0,,0
1,transparent,AUSTRIA,3,,0,,0
1,transparent,ENGLAND,3,,0,,0
1,transparent,FRANCE,3,,0,,0
1,RL,GERMANY,3,,0,,0
1,transparent,ITALY,3,,0,,0
1,transparent,RUSSIA,4,,0,,0
1,transparent,TURKEY,3,,0,,0
3,transparent,AUSTRIA,4,,0,RUSSIA ,6
3,transparent,ENGLAND,4,,0,,0
3,transparent,FRANCE,4,,0,,0
3,RL,GERMANY,5,,0,,0
3,transparent,ITALY,4,,0,,0
3,transparent,RUSSIA,6,,0,,0
3,transparent,TURKEY,4,,0,,0
5,transparent,AUSTRIA,4,,0,ITALY RUSSIA ,10
5,transparent,ENGLAND,4,,0,,0
5,transparent,FRANCE,4,,0,GERMANY ,5
5,RL,GERMANY,5,ENGLAND ,4,,0
5,transparent,ITALY,4,FRANCE ,4,,0
5,transparent,RUSSIA,6,,0,AUSTRIA TURKEY ,8
5,transparent,TURKEY,4,AUSTRIA ,4,,0
7,transparent,AUSTRIA,3,TURKEY ,5,RUSSIA ,5
7,transparent,ENGLAND,5,GERMANY ,6,,0
7,transparent,FRANCE,5,,0,,0
7,RL,GERMANY,6,ENGLAND ,5,FRANCE RUSSIA ,10
7,transparent,ITALY,5,FRANCE ,5,AUSTRIA ,3
7,transparent,RUSSIA,5,ENGLAND ,5,ITALY ,5
7,transparent,TURKEY,5,AUSTRIA ,3,RUSSIA ,5
9,transparent,AUSTRIA,3,,0,ITALY TURKEY ,10
9,transparent,ENGLAND,5,,0,FRANCE GERMANY ,11
9,transparent,FRANCE,5,,0,GERMANY ,6
9,RL,GERMANY,6,,0,ENGLAND FRANCE RUSSIA ,15
9,transparent,ITALY,5,FRANCE ,5,TURKEY ,5
9,transparent,RUSSIA,5,ENGLAND ,5,AUSTRIA ,3
9,transparent,TURKEY,5,AUSTRIA ,3,ITALY RUSSIA ,10
11,transparent,AUSTRIA,2,,0,RUSSIA ,6
11,transparent,ENGLAND,6,RUSSIA ,6,GERMANY ,5
11,transparent,FRANCE,5,,0,,0
11,RL,GERMANY,5,,0,ENGLAND FRANCE RUSSIA ,17
11,transparent,ITALY,6,FRANCE ,5,AUSTRIA RUSSIA ,8
11,transparent,RUSSIA,6,ENGLAND ,6,ITALY TURKEY ,10
11,transparent,TURKEY,4,AUSTRIA ,2,,0
13,transparent,AUSTRIA,2,,0,RUSSIA ,6
13,transparent,ENGLAND,6,RUSSIA ,6,GERMANY ,5
13,transparent,FRANCE,5,,0,,0
13,RL,GERMANY,5,,0,ENGLAND FRANCE RUSSIA ,17
13,transparent,ITALY,6,FRANCE ,5,AUSTRIA RUSSIA TURKEY ,12
13,transparent,RUSSIA,6,ENGLAND ,6,ITALY TURKEY ,10
13,transparent,TURKEY,4,AUSTRIA ,2,,0
16,transparent,AUSTRIA,2,,0,,0
16,transparent,ENGLAND,4,RUSSIA ,6,GERMANY ,6
16,transparent,FRANCE,6,,0,ENGLAND ,4
16,RL,GERMANY,6,,0,ENGLAND FRANCE ,10
16,transparent,ITALY,6,FRANCE ,6,AUSTRIA ,2
16,transparent,RUSSIA,6,ENGLAND ,4,ITALY ,6
16,transparent,TURKEY,4,AUSTRIA ,2,RUSSIA ,6
18,transparent,AUSTRIA,2,,0,ITALY RUSSIA ,12
18,transparent,ENGLAND,4,RUSSIA ,6,,0
18,transparent,FRANCE,6,,0,ENGLAND ,4
18,RL,GERMANY,6,,0,ENGLAND FRANCE ,10
18,transparent,ITALY,6,FRANCE ,6,RUSSIA ,6
18,transparent,RUSSIA,6,ENGLAND ,4,AUSTRIA TURKEY ,6
18,transparent,TURKEY,4,AUSTRIA ,2,,0
21,transparent,AUSTRIA,2,,0,,0
21,transparent,ENGLAND,4,,0,FRANCE GERMANY RUSSIA ,18
21,transparent,FRANCE,5,,0,ENGLAND ,4
21,RL,GERMANY,7,,0,ENGLAND FRANCE ,9
21,transparent,ITALY,6,FRANCE ,5,RUSSIA TURKEY ,10
21,transparent,RUSSIA,6,ENGLAND ,4,ITALY TURKEY ,10
21,transparent,TURKEY,4,AUSTRIA ,2,ITALY RUSSIA ,12
23,transparent,AUSTRIA,2,,0,RUSSIA ,6
23,transparent,ENGLAND,4,,0,GERMANY ,7
23,transparent,FRANCE,5,,0,ENGLAND GERMANY ,11
23,RL,GERMANY,7,,0,FRANCE ,5
23,transparent,ITALY,6,FRANCE ,5,RUSSIA TURKEY ,10
23,transparent,RUSSIA,6,ENGLAND ,4,ITALY ,6
23,transparent,TURKEY,4,AUSTRIA ,2,ITALY ,6
26,transparent,AUSTRIA,1,,0,RUSSIA ,5
26,transparent,ENGLAND,3,,0,FRANCE ,5
26,transparent,FRANCE,5,,0,ENGLAND ,3
26,RL,GERMANY,9,,0,FRANCE ,5
26,transparent,ITALY,6,FRANCE ,5,RUSSIA ,5
26,transparent,RUSSIA,5,ENGLAND ,3,ITALY ,6
26,transparent,TURKEY,5,AUSTRIA ,1,,0
28,transparent,AUSTRIA,1,,0,RUSSIA ,5
28,transparent,ENGLAND,3,,0,,0
28,transparent,FRANCE,5,,0,GERMANY ,9
28,RL,GERMANY,9,,0,FRANCE ,5
28,transparent,ITALY,6,FRANCE ,5,RUSSIA TURKEY ,10
28,transparent,RUSSIA,5,ENGLAND ,3,ITALY ,6
28,transparent,TURKEY,5,AUSTRIA ,1,ITALY ,6
31,transparent,AUSTRIA,1,,0,RUSSIA ,3
31,transparent,ENGLAND,2,,0,FRANCE ,6
31,transparent,FRANCE,6,,0,GERMANY ,9
31,RL,GERMANY,9,,0,FRANCE ITALY ,13
31,transparent,ITALY,7,FRANCE ,6,RUSSIA TURKEY ,9
31,transparent,RUSSIA,3,ENGLAND ,2,ITALY ,7
31,transparent,TURKEY,6,AUSTRIA ,1,ITALY ,7
33,transparent,AUSTRIA,1,,0,,0
33,transparent,ENGLAND,2,,0,,0
